"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Affiliations","Authors with affiliations"
"Larasati D.A.; Widjonarko; Lin T.-C.; Chen C.-R.; Bachroin N.; Prakosa S.W.; Mujiono","Larasati, Devita Ayu (57206730811); Widjonarko (57207311794); Lin, Tzu-Chiao (54407059200); Chen, Chao-Rong (8644139400); Bachroin, Nabil (58508565000); Prakosa, Setya Widyawan (57193220552); Mujiono (59561915900)","57206730811; 57207311794; 54407059200; 8644139400; 58508565000; 57193220552; 59561915900","Hybrid Method for Photovoltaic System Forecasting Based on Wavelet Transform and LSTM","2024","ICEECIT 2024 - Proceedings: 2nd International Conference on Electrical Engineering, Computer and Information Technology 2024","0","10.1109/ICEECIT63698.2024.10859854","https://www.scopus.com/pages/publications/85218086764?origin=resultslist","Department of Electrical Engineering, National Taipei University of Technology, Taipei, Taiwan; Department of Electrical Engineering, University of Jember, Jember, Indonesia; Department of Electrical Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan; Department of Electronic and Computer Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan; Department of Information Technology, State Polytechnic of Jember, Jember, Indonesia","Larasati D.A., Department of Electrical Engineering, National Taipei University of Technology, Taipei, Taiwan; Widjonarko, Department of Electrical Engineering, University of Jember, Jember, Indonesia; Lin T.-C., Department of Electrical Engineering, National Taipei University of Technology, Taipei, Taiwan; Chen C.-R., Department of Electrical Engineering, National Taipei University of Technology, Taipei, Taiwan; Bachroin N., Department of Electrical Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan; Prakosa S.W., Department of Electronic and Computer Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan; Mujiono, Department of Information Technology, State Polytechnic of Jember, Jember, Indonesia"
"Setyawan N.D.; Pambudi N.A.; Utomo F.; Saputro H.; Adiprana R.; Saw L.H.; Gürtürk M.; Rudiyanto B.","Setyawan, Nova Dany (57203957746); Pambudi, Nugroho Agung (37028993700); Utomo, Frandhoni (57202752535); Saputro, Herman (57196058989); Adiprana, Reza (56013409200); Saw, Lip Huat (55791543200); Gürtürk, Mert (55812293500); Rudiyanto, Bayu (56803934500)","57203957746; 37028993700; 57202752535; 57196058989; 56013409200; 55791543200; 55812293500; 56803934500","Energy and exergy analysis of dry-steam geothermal power plant: Case study in kamojang geothermal power plant unit 2","2018","MATEC Web of Conferences","4","10.1051/matecconf/201819708018","https://www.scopus.com/pages/publications/85053767822?origin=resultslist","Universitas Sebelas Maret, Mechanical Engineering Education, Jl. Ir. Sutami 36A, Surakarta, 57126, Indonesia; PT. Indonesia Power, Kamojang Geothermal Power Plant, Indonesia; UTAR, Lee Kong Chian, Faculty of Engineering and Science, Selangor, 43000, Malaysia; Flrat University, Technology Faculty, Department of Energy Systems Engineering, Elazig, 23100, Turkey; Politeknik Negeri Jember, Energy Engineering Laboratory, Department of Renewable Engineering, Jember, 68121, Indonesia","Setyawan N.D., Universitas Sebelas Maret, Mechanical Engineering Education, Jl. Ir. Sutami 36A, Surakarta, 57126, Indonesia; Pambudi N.A., Universitas Sebelas Maret, Mechanical Engineering Education, Jl. Ir. Sutami 36A, Surakarta, 57126, Indonesia; Utomo F., Universitas Sebelas Maret, Mechanical Engineering Education, Jl. Ir. Sutami 36A, Surakarta, 57126, Indonesia; Saputro H., Universitas Sebelas Maret, Mechanical Engineering Education, Jl. Ir. Sutami 36A, Surakarta, 57126, Indonesia; Adiprana R., PT. Indonesia Power, Kamojang Geothermal Power Plant, Indonesia; Saw L.H., UTAR, Lee Kong Chian, Faculty of Engineering and Science, Selangor, 43000, Malaysia; Gürtürk M., Flrat University, Technology Faculty, Department of Energy Systems Engineering, Elazig, 23100, Turkey; Rudiyanto B., Politeknik Negeri Jember, Energy Engineering Laboratory, Department of Renewable Engineering, Jember, 68121, Indonesia"
"Equatora M.A.; Chethiyar S.D.M.; Rachmayanthy R.; Susanti N.; Violinda Q.","Equatora, Muhammad Ali (57216788940); Chethiyar, Saralah Devi Mariamdaran (57213149523); Rachmayanthy, Rachmayanthy (57991976400); Susanti, Nila (57992410600); Violinda, Qristin (57214119493)","57216788940; 57213149523; 57991976400; 57992410600; 57214119493","Motivational Interviewing Approach in Overcoming Drug Addicts Distrust","2022","Journal of Pharmaceutical Negative Results","2","10.47750/pnr.2022.13.04.034","https://www.scopus.com/pages/publications/85143267933?origin=resultslist","Department of Community Guidance, Politeknik Ilmu Pemasyarakatan, Depok, Indonesia; School of Applied Psychology, Policy and Social Work, Universiti Utara Malaysia, Malaysia; Department of Correctional Technic, Politeknik Ilmu Pemasyaraktan, Depok, Indonesia; Department of Language, Communication, and Tourism, Politeknik Negeri Jember, Jember, Indonesia; Departement of Economic and Business, Universitas PGRI Semarang, Semarang, Indonesia","Equatora M.A., Department of Community Guidance, Politeknik Ilmu Pemasyarakatan, Depok, Indonesia; Chethiyar S.D.M., School of Applied Psychology, Policy and Social Work, Universiti Utara Malaysia, Malaysia; Rachmayanthy R., Department of Correctional Technic, Politeknik Ilmu Pemasyaraktan, Depok, Indonesia; Susanti N., Department of Language, Communication, and Tourism, Politeknik Negeri Jember, Jember, Indonesia; Violinda Q., Departement of Economic and Business, Universitas PGRI Semarang, Semarang, Indonesia"
"Adiwibawa D.N.; Anulus A.; Azmi F.; Yoon C.K.; Delimasari T.H.","Adiwibawa, Danang Nur (60089229500); Anulus, Ayu (57222483574); Azmi, Fahriana (57909715900); Yoon, Chee Kok (36100061600); Delimasari, Trisakti Halimah (60089659400)","60089229500; 57222483574; 57909715900; 36100061600; 60089659400","Gender, Anxiety, and Depression in Connection to Hikikomori","2025","Media Kesehatan Masyarakat Indonesia","0","10.30597/mkmi.v21i1.37014","https://www.scopus.com/pages/publications/105015316031?origin=resultslist","Faculty of Medicine, Universitas Islam Al-Azhar, Indonesia; Patut Patuh Patju General Hospital, West Lombok, Indonesia; Ministry of Health Malaysia, Malaysia; Department of Psychiatry & Mental Health, Kuala Lumpur Hospital, Malaysia; Politeknik Negeri Jember, East Java, Indonesia","Adiwibawa D.N., Faculty of Medicine, Universitas Islam Al-Azhar, Indonesia, Patut Patuh Patju General Hospital, West Lombok, Indonesia; Anulus A., Faculty of Medicine, Universitas Islam Al-Azhar, Indonesia; Azmi F., Patut Patuh Patju General Hospital, West Lombok, Indonesia; Yoon C.K., Ministry of Health Malaysia, Malaysia, Department of Psychiatry & Mental Health, Kuala Lumpur Hospital, Malaysia; Delimasari T.H., Politeknik Negeri Jember, East Java, Indonesia"
"Subagja H.; Nadia Z.A.; Zubaidah S.","Subagja, Hariadi (57218398008); Nadia, Zahrotul Aprilia (59910566100); Zubaidah, Siti (58065690400)","57218398008; 59910566100; 58065690400","Effect of Hygiene on Hatching Performance of Duck Eggs (Anas platyrhynchos domesticus)","2025","Advances in Animal and Veterinary Sciences","1","10.17582/journal.aavs/2025/13.5.1060.1065","https://www.scopus.com/pages/publications/105005876092?origin=resultslist","Poultry Business Management Study Program, Department of Animal Science, Politeknik Negeri Jember, East Java, Indonesia; Department of Animal Nutrition and Feed Science, Faculty of Animal Science, Universitas Gadjah Mada, Jl. Fauna No. 3 Bulaksumur, Yogyakarta, Brazil","Subagja H., Poultry Business Management Study Program, Department of Animal Science, Politeknik Negeri Jember, East Java, Indonesia; Nadia Z.A., Poultry Business Management Study Program, Department of Animal Science, Politeknik Negeri Jember, East Java, Indonesia; Zubaidah S., Department of Animal Nutrition and Feed Science, Faculty of Animal Science, Universitas Gadjah Mada, Jl. Fauna No. 3 Bulaksumur, Yogyakarta, Brazil"
"Irawan A.; McLellan B.C.","Irawan, Andik (58379431100); McLellan, Benjamin Craig (7005154986)","58379431100; 7005154986","LIFE CYCLE ASSESSMENT OF COFFEE ROASTING PROCESS BASED ON TWO DIFFERENT ENERGY SOURCES ON A SMALLHOLDER COFFEE FARM IN JEMBER","2024","Journal of Engineering Science and Technology","2","","https://www.scopus.com/pages/publications/105021062322?origin=resultslist","Department of Socio-Environment Energy, Graduate School of Energy Science, Kyoto University, Yoshida-hommachi, Sakyo-ku, Kyoto, 606-8501, Japan; Institution Politeknik Negeri Jember, Jl. Mastrip, Krajan Timur, Sumbersari, East Java, Jember, Indonesia","Irawan A., Department of Socio-Environment Energy, Graduate School of Energy Science, Kyoto University, Yoshida-hommachi, Sakyo-ku, Kyoto, 606-8501, Japan, Institution Politeknik Negeri Jember, Jl. Mastrip, Krajan Timur, Sumbersari, East Java, Jember, Indonesia; McLellan B.C., Department of Socio-Environment Energy, Graduate School of Energy Science, Kyoto University, Yoshida-hommachi, Sakyo-ku, Kyoto, 606-8501, Japan"
"Astira D.; Abdullah R.; Zulfiani U.; Sulistiono D.O.; Rahmawati Z.; Gunawan T.; Dzarfan Othman M.H.; Hasan M.; Ediati R.; Fansuri H.","Astira, Dinia (58605223800); Abdullah, Romario (57202445846); Zulfiani, Utari (57241163300); Sulistiono, Dety Oktavia (57199306061); Rahmawati, Zeni (57232459000); Gunawan, Triyanda (57205116626); Dzarfan Othman, Mohd Hafiz (57666469800); Hasan, Muhammad (57193226278); Ediati, Ratna (8545671400); Fansuri, Hamzah (6507845967)","58605223800; 57202445846; 57241163300; 57199306061; 57232459000; 57205116626; 57666469800; 57193226278; 8545671400; 6507845967","Comparing two synthesis methods: Exploring unique characteristics and catalytic activity of fenton catalyst Fe3O4/zeolite-NaY in methylene blue degradation","2024","Case Studies in Chemical and Environmental Engineering","5","10.1016/j.cscee.2024.100963","https://www.scopus.com/pages/publications/85205004166?origin=resultslist","Departement of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Sukolilo, Surabaya, 60111, Indonesia; Automotive Engineering, Engineering Department, Politeknik Negeri Jember, Jember, 68101, Indonesia; Advanced Membrane Technology Research Centre (AMTEC), Universiti Teknologi Malaysia, Skudai, Johor Bahru, 81310, Malaysia; Department of Chemistry Education, Faculty of Teacher Training and Education, Universitas Syiah Kuala, Darussalam, Banda Aceh, 23111, Indonesia","Astira D., Departement of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Sukolilo, Surabaya, 60111, Indonesia; Abdullah R., Departement of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Sukolilo, Surabaya, 60111, Indonesia; Zulfiani U., Departement of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Sukolilo, Surabaya, 60111, Indonesia; Sulistiono D.O., Departement of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Sukolilo, Surabaya, 60111, Indonesia, Automotive Engineering, Engineering Department, Politeknik Negeri Jember, Jember, 68101, Indonesia; Rahmawati Z., Departement of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Sukolilo, Surabaya, 60111, Indonesia; Gunawan T., Departement of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Sukolilo, Surabaya, 60111, Indonesia; Dzarfan Othman M.H., Advanced Membrane Technology Research Centre (AMTEC), Universiti Teknologi Malaysia, Skudai, Johor Bahru, 81310, Malaysia; Hasan M., Department of Chemistry Education, Faculty of Teacher Training and Education, Universitas Syiah Kuala, Darussalam, Banda Aceh, 23111, Indonesia; Ediati R., Departement of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Sukolilo, Surabaya, 60111, Indonesia; Fansuri H., Departement of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Sukolilo, Surabaya, 60111, Indonesia"
"Salsabila M.N.; Maulana M.I.; Syahidah F.; Prakasa E.; Bisri A.; Noerdjito D.R.; Rachman A.; Atmadji E.S.J.","Salsabila, Melinda Naurah (60507897300); Maulana, Muhammad Iqbal (57224333781); Syahidah, Fadillatus (60508636500); Prakasa, Esa (35424564900); Bisri, Aria (58552992300); Noerdjito, Diah Radini (57216647286); Rachman, Arief (57205350041); Atmadji, Ery Setiyawan Jullev (57204200256)","60507897300; 57224333781; 60508636500; 35424564900; 58552992300; 57216647286; 57205350041; 57204200256","PlanktonicX: Virtual Reality Application for Introducing Plankton and Its Environment","2025","International Conference on Computer, Control, Informatics and its Applications, IC3INA","0","10.1109/IC3INA68387.2025.11325581","https://www.scopus.com/pages/publications/105032836580?origin=resultslist","National Research and Innovation Agency (BRIN), Hci and Visualisation Research Group, Research Center for Data and Information Sciences, Bandung, Indonesia; State Polytechnic of Jember, Information Technology Department, Jember, Indonesia; Research Center for Biosystematics and Evolution, Brin, Cibinong, Indonesia; Bureau for Organization and Human Resources, Brin, Jakarta, Indonesia; Unversité de Montpellier, Ecole Doctorale Gaia, Montpellier, France","Salsabila M.N., National Research and Innovation Agency (BRIN), Hci and Visualisation Research Group, Research Center for Data and Information Sciences, Bandung, Indonesia, State Polytechnic of Jember, Information Technology Department, Jember, Indonesia; Maulana M.I., National Research and Innovation Agency (BRIN), Hci and Visualisation Research Group, Research Center for Data and Information Sciences, Bandung, Indonesia, State Polytechnic of Jember, Information Technology Department, Jember, Indonesia; Syahidah F., National Research and Innovation Agency (BRIN), Hci and Visualisation Research Group, Research Center for Data and Information Sciences, Bandung, Indonesia, State Polytechnic of Jember, Information Technology Department, Jember, Indonesia; Prakasa E., National Research and Innovation Agency (BRIN), Hci and Visualisation Research Group, Research Center for Data and Information Sciences, Bandung, Indonesia; Bisri A., National Research and Innovation Agency (BRIN), Hci and Visualisation Research Group, Research Center for Data and Information Sciences, Bandung, Indonesia; Noerdjito D.R., Research Center for Biosystematics and Evolution, Brin, Cibinong, Indonesia; Rachman A., Bureau for Organization and Human Resources, Brin, Jakarta, Indonesia, Unversité de Montpellier, Ecole Doctorale Gaia, Montpellier, France; Atmadji E.S.J., State Polytechnic of Jember, Information Technology Department, Jember, Indonesia"
"Fatima N.; Emambux M.N.; Olaimat A.N.; Stratakos A.C.; Nawaz A.; Wahyono A.; Gul K.; Park J.; Shahbaz H.M.","Fatima, Nayab (57535797300); Emambux, Mohammad Naushad (59390468400); Olaimat, Amin N. (24177837000); Stratakos, Alexandros Ch (25628808400); Nawaz, Asad (57201115882); Wahyono, Agung (56612073600); Gul, Khalid (55347046300); Park, Jiyong (55716975100); Shahbaz, Hafiz Muhammad (55556759900)","57535797300; 59390468400; 24177837000; 25628808400; 57201115882; 56612073600; 55347046300; 55716975100; 55556759900","Recent advances in microalgae, insects, and cultured meat as sustainable alternative protein sources","2023","Food and Humanity","38","10.1016/j.foohum.2023.07.009","https://www.scopus.com/pages/publications/85183369681?origin=resultslist","Department of Food Science and Human Nutrition, University of Veterinary and Animal Sciences, Lahore, 54000, Pakistan; Department of Consumer and Food Sciences, University of Pretoria, Pretoria, 0028, South Africa; Department of Clinical Nutrition and Dietetics, Faculty of Applied Medical Sciences, The Hashemite University, Zarqa, Jordan; School of Applied Science, College of Health, Science and Society, University of the West of England, Bristol, BS16 1QY, United Kingdom; College of Chemistry and Bioengineering, Hunan University of Science and Engineering, Hunan, China; Department of Food Engineering Technology, State Polytechnic of Jember, Jember, 68121, Indonesia; Department of Food Process Engineering, National Institute of Technology, Odisha, Rourkela, India; Department of Biotechnology, Yonsei University, Seoul, 03777, South Korea","Fatima N., Department of Food Science and Human Nutrition, University of Veterinary and Animal Sciences, Lahore, 54000, Pakistan; Emambux M.N., Department of Consumer and Food Sciences, University of Pretoria, Pretoria, 0028, South Africa; Olaimat A.N., Department of Clinical Nutrition and Dietetics, Faculty of Applied Medical Sciences, The Hashemite University, Zarqa, Jordan; Stratakos A.C., School of Applied Science, College of Health, Science and Society, University of the West of England, Bristol, BS16 1QY, United Kingdom; Nawaz A., College of Chemistry and Bioengineering, Hunan University of Science and Engineering, Hunan, China; Wahyono A., Department of Food Engineering Technology, State Polytechnic of Jember, Jember, 68121, Indonesia; Gul K., Department of Food Process Engineering, National Institute of Technology, Odisha, Rourkela, India; Park J., Department of Biotechnology, Yonsei University, Seoul, 03777, South Korea; Shahbaz H.M., Department of Food Science and Human Nutrition, University of Veterinary and Animal Sciences, Lahore, 54000, Pakistan"
"Siswanto M.; Witjaksono G.","Siswanto, Meilana (22635917700); Witjaksono, Gunawan (6602389719)","22635917700; 6602389719","Parallel quantum random number generator (p-QRNG) design for enhancing data rate","2019","International Journal of Advances in Soft Computing and its Applications","0","","https://www.scopus.com/pages/publications/85081637048?origin=resultslist","Department of Renewable Energy Engineering, Politeknik Negeri Jember, Jember, Jawa Timur, Indonesia; Electrical and Electronic Engineering Department, Universiti Teknologi Petronas, Seri Iskandar, Perak Darul Ridzuan, 32610, Malaysia","Siswanto M., Department of Renewable Energy Engineering, Politeknik Negeri Jember, Jember, Jawa Timur, Indonesia; Witjaksono G., Electrical and Electronic Engineering Department, Universiti Teknologi Petronas, Seri Iskandar, Perak Darul Ridzuan, 32610, Malaysia"
"Wikurendra E.A.; Syafiuddin A.; Nurika G.; Elisanti A.D.","Wikurendra, Edza Aria (57225988981); Syafiuddin, Achmad (56682128000); Nurika, Globila (57211339978); Elisanti, Alinea Dwi (57203529774)","57225988981; 56682128000; 57211339978; 57203529774","Water quality analysis of pucang river, sidoarjo regency to control water pollution","2022","Environmental Quality Management","19","10.1002/tqem.21855","https://www.scopus.com/pages/publications/85124744839?origin=resultslist","Doctoral School of Management and Organizational Science, Faculty of Economic Science, Hungarian University of Agriculture and Life Science, Kaposvar, Hungary; Department of Public Health, Faculty of Health, Universitas Nahdlatul Ulama Surabaya, Surabaya, Indonesia; Public Health Study Program, Faculty of Public Health, Universitas Jember, Sumbersari, Jember, Indonesia; Clinical Nutrition Study Program, Departement of Health, Politeknik Negeri Jember, Jember, Indonesia","Wikurendra E.A., Doctoral School of Management and Organizational Science, Faculty of Economic Science, Hungarian University of Agriculture and Life Science, Kaposvar, Hungary, Department of Public Health, Faculty of Health, Universitas Nahdlatul Ulama Surabaya, Surabaya, Indonesia; Syafiuddin A., Department of Public Health, Faculty of Health, Universitas Nahdlatul Ulama Surabaya, Surabaya, Indonesia; Nurika G., Public Health Study Program, Faculty of Public Health, Universitas Jember, Sumbersari, Jember, Indonesia; Elisanti A.D., Clinical Nutrition Study Program, Departement of Health, Politeknik Negeri Jember, Jember, Indonesia"
"Prayitno A.H.; Meswari R.; Diauddin M.","Prayitno, Agus Hadi (36680554900); Meswari, Rusna (57188538009); Diauddin, Muhammad (57397486200)","36680554900; 57188538009; 57397486200","The study of chemical contents, daily values, and microbiology of chicken chili sauce","2020","Canrea Journal: Food Technology, Nutritions, and Culinary Journal","9","10.20956/canrea.v3i1.257","https://www.scopus.com/pages/publications/85091835795?origin=resultslist","Department of Animal Science Politeknik Negeri Jember, Indonesia; Faculty of Medicine, Universiti Kebangsaan Malaysia, Malaysia","Prayitno A.H., Department of Animal Science Politeknik Negeri Jember, Indonesia; Meswari R., Faculty of Medicine, Universiti Kebangsaan Malaysia, Malaysia; Diauddin M., Department of Animal Science Politeknik Negeri Jember, Indonesia"
